STT,question,answer,,
QD_1733,"Theo Quyết định số 1733, hệ số mới cho Chuyên gia là bao nhiêu?","Theo Quyết định số 1733, hệ số mới cho Chuyên gia là 1.9.",,
QD_1733,"Theo Quyết định số 1733, giảng viên chính giảng ở xa bao nhiêu kilomet thì được nhận phụ cấp địa xa?","Theo Quyết định số 1733, giảng viên chính giảng có địa chỉ thường trú hoặc tạm trú cách Trường Đại học Bình Dương từ 25 kilomet trở lên sẽ được nhận phụ cấp địa xa.",,
QD_1733,"Theo Quyết định số 1733, mức phụ cấp địa xa cho giảng viên là bao nhiêu?","Theo Quyết định số 1733, mức phụ cấp địa xa cho giảng viên là 100.000 đồng cho mỗi lượt đi và về.",,
QD_1733,"Theo Quyết định số 1733, khi nào giảng viên được thanh toán phụ cấp địa xa?","Theo Quyết định số 1733, giảng viên được thanh toán phụ cấp địa xa sau khi hoàn thành nhiệm vụ giảng dạy và nộp đầy đủ bảng điểm giữa kỳ, bảng điểm kết thúc môn học và hồ sơ môn học liên quan theo quy định.",,
QD_1733,"Theo Quyết định số 1733, hệ số giảng dạy bằng tiếng nước ngoài cho Tiến sĩ là bao nhiêu?","Theo Quyết định số 1733, hệ số giảng dạy bằng tiếng nước ngoài cho Tiến sĩ là 4.5.",,
QD_1733,"Theo Quyết định số 1733, hệ số giảng dạy bằng tiếng nước ngoài cho Thạc sĩ là bao nhiêu?","Theo Quyết định số 1733, hệ số giảng dạy bằng tiếng nước ngoài cho Thạc sĩ là 3.5.",,
QD_1733,"Theo Quyết định số 1733, các môn học giảng dạy bằng tiếng nước ngoài yêu cầu số lượng sinh viên tối thiểu là bao nhiêu?","Theo Quyết định số 1733, các môn học giảng dạy bằng tiếng nước ngoài yêu cầu số lượng sinh viên tối thiểu là 15 sinh viên.",,
QD_1733,"Theo Quyết định số 1733, đơn vị nào có trách nhiệm lập danh sách môn học giảng dạy bằng tiếng nước ngoài?","Theo Quyết định số 1733, các đơn vị căn cứ chương trình đào tạo để lập danh sách môn học giảng dạy bằng tiếng nước ngoài và trình Hiệu trưởng phê duyệt.",,
QD_1733,Quyết định số 1733 của Trường Đại học Bình Dương có hiệu lực từ khi nào?,Quyết định số 1733 của Trường Đại học Bình Dương có hiệu lực kể từ ngày ký và áp dụng từ học kỳ 2 năm học 2023-2024.,,
QD_1733,Những đơn vị nào chịu trách nhiệm thi hành Quyết định số 1733?,"Phòng Tổng hợp, Phòng Tài chính - Kế toán, Phòng Quản lý đào tạo và Công tác sinh viên, Phân hiệu Trường Đại học Bình Dương tại Cà Mau và các đơn vị, cá nhân liên quan chịu trách nhiệm thi hành Quyết định số 1733.",,
QD_1733,Quyết định số 1733 của Trường Đại học Bình Dương có áp dụng cho giảng viên giảng dạy các môn ngoại ngữ chuyên ngành không?,"Quyết định số 1733 của Trường Đại học Bình Dương áp dụng cho các môn giảng dạy bằng tiếng nước ngoài, bao gồm ngoại ngữ chuyên ngành, nhưng không áp dụng cho các ngành đào tạo ngoại ngữ.",,
QD_1733,"Theo Quyết định số 1733, học phí cho các học phần giảng dạy bằng tiếng nước ngoài được tính theo hệ số bao nhiêu?","Theo Quyết định số 1733, học phí cho các học phần giảng dạy bằng tiếng nước ngoài được tính theo hệ số 3.0.",,
QD_1733,"Theo Quyết định số 1733, nếu số lượng sinh viên đăng ký môn học bằng tiếng nước ngoài không đủ, đơn vị phải làm gì?","Nếu số lượng sinh viên đăng ký môn học bằng tiếng nước ngoài không đủ, đơn vị phải trình văn bản báo cáo về Phòng Quản lý đào tạo và Công tác sinh viên để tổng hợp và trình Hiệu trưởng xem xét quyết định.",,
QD_1733,"Theo Quyết định số 1733, phụ cấp địa xa được thanh toán kèm với khoản nào?","Theo Quyết định số 1733, phụ cấp địa xa được thanh toán cùng với thù lao giảng dạy.",,
QD_1733,"Theo Quyết định số 1733, phụ cấp địa xa được tính theo số lượt như thế nào?","Theo Quyết định số 1733, phụ cấp địa xa được tính theo số lượt đi và về của giảng viên chính giảng.",,
QD_1733,Quyết định số 1733 của Trường Đại học Bình Dương do ai ban hành?,Quyết định số 1733 của Trường Đại học Bình Dương do Hiệu trưởng Trường Đại học Bình Dương – ông Cao Việt Hiếu ban hành.,,
QD_2068,Quyết định số 2068 của Trường Đại học Bình Dương được ban hành vào ngày nào?,Quyết định số 2068 của Trường Đại học Bình Dương được ban hành vào ngày 08 tháng 12 năm 2023.,,
QD_2068,Mục tiêu của Quyết định số 2068 của Trường Đại học Bình Dương là gì?,"Quyết định số 2068 của Trường Đại học Bình Dương nhằm cử cán bộ nhân viên, giảng viên cơ hữu đi công tác để tổ chức kiến tập doanh nghiệp và truyền lửa cho tân sinh viên khóa 26 ngành Công nghệ thông tin và Truyền lửa.",,
QD_2068,Đoàn công tác tổ chức kiến tập doanh nghiệp thuộc Quyết định số 2068 có những ai?,"Đoàn công tác thuộc Quyết định số 2068 gồm: Ông Nguyễn Thanh Sơn, Ông Huỳnh Quang Đức, Ông Nguyễn Hồ Hải, Ông Nguyễn Hữu Quyền, Ông Nguyễn Quân và Ông Võ Vương Phúc.",,
QD_2068,Ai là Trưởng đoàn trong chuyến công tác kiến tập doanh nghiệp của Quyết định số 2068?,"Ông Nguyễn Thanh Sơn – Phó Trưởng khoa, Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo là Trưởng đoàn trong chuyến công tác kiến tập doanh nghiệp thuộc Quyết định số 2068.",,
QD_2068,Chuyến công tác kiến tập doanh nghiệp theo Quyết định số 2068 kéo dài bao lâu và bắt đầu khi nào?,Chuyến công tác kiến tập doanh nghiệp theo Quyết định số 2068 bắt đầu từ ngày 13 đến ngày 15/12/2023.,,
QD_2068,Chuyến kiến tập doanh nghiệp theo Quyết định số 2068 được tổ chức ở đâu?,"Chuyến kiến tập doanh nghiệp theo Quyết định số 2068 được tổ chức tại Công ty Cổ phần Công nghệ Minh Trung, Công ty Cổ phần Công nghệ ATALINK, Viễn thông Bình Dương và Trung tâm Điều hành Thông minh Tỉnh Bình Dương.",,
QD_2068,Chi phí lưu trú cho chuyến công tác kiến tập doanh nghiệp theo Quyết định số 2068 là bao nhiêu?,Chi phí lưu trú cho chuyến công tác kiến tập doanh nghiệp theo Quyết định số 2068 là 2.700.000 đồng cho 06 người trong 03 ngày.,,
QD_2068,Ai chịu trách nhiệm hỗ trợ đưa đón đoàn công tác và sinh viên trong chuyến kiến tập doanh nghiệp theo Quyết định số 2068?,Bộ phận Quản trị thiết bị thuộc Phòng Tổng hợp chịu trách nhiệm hỗ trợ đưa đón đoàn công tác và sinh viên theo Quyết định số 2068.,,
QD_2068,Ai là người chịu trách nhiệm báo cáo kết quả sau chuyến kiến tập doanh nghiệp theo Quyết định số 2068?,"Ông Nguyễn Thanh Sơn – Phó Trưởng khoa, Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo chịu trách nhiệm báo cáo kết quả thực hiện sau chuyến kiến tập doanh nghiệp theo Quyết định số 2068.",,
QD_2068,Ai ký ban hành Quyết định số 2068 ?,Hiệu trưởng Trường Đại học Bình Dương – ông Cao Việt Hiếu ký ban hành Quyết định số 2068. ,,
QD_2068,Quyết định số 2068 của Trường Đại học Bình Dương có hiệu lực từ khi nào?,"Quyết định số 2068 của Trường Đại học Bình Dương có hiệu lực kể từ ngày ký, tức ngày 08 tháng 12 năm 2023.",,
QD_2068,Những đơn vị nào có trách nhiệm thi hành Quyết định số 2068 của Trường Đại học Bình Dương?,"Phòng Tổng hợp, Phòng Tài chính - Kế toán, Phòng Thanh tra - Pháp chế và Kiểm toán nội bộ, Phòng Quản lý đào tạo và Công tác sinh viên, Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo và các nhân sự có tên trong quyết định chịu trách nhiệm thi hành Quyết định số 2068.",,
QD_2068,Chuyến công tác kiến tập doanh nghiệp theo Quyết định số 2068 có mục đích gì?,"Chuyến công tác kiến tập doanh nghiệp theo Quyết định số 2068 nhằm tạo điều kiện cho sinh viên ngành Công nghệ thông tin và Truyền lửa tiếp cận môi trường doanh nghiệp thực tế, học hỏi kinh nghiệm và được truyền cảm hứng từ các chuyên gia.",,
QD_2068,Việc tổ chức kiến tập doanh nghiệp theo Quyết định số 2068 giúp củng cố mối quan hệ giữa những đơn vị nào?,Việc tổ chức kiến tập doanh nghiệp theo Quyết định số 2068 giúp củng cố mối quan hệ giữa Trường Đại học Bình Dương và các doanh nghiệp.,,
QD_2068,Kế hoạch tổ chức kiến tập doanh nghiệp theo Quyết định số 2068 được lập dựa trên kế hoạch nào?,"Kế hoạch tổ chức kiến tập doanh nghiệp theo Quyết định số 2068 được lập dựa trên Kế hoạch số 135/KH-FIRA ngày 22 tháng 11 năm 2023 của Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo.",,
QD_2068,Việc đưa đón đoàn công tác kiến tập doanh nghiệp theo Quyết định số 2068 được thực hiện theo kế hoạch nào?,Việc đưa đón đoàn công tác kiến tập doanh nghiệp theo Quyết định số 2068 được thực hiện theo lịch trình được Hiệu trưởng phê duyệt tại Kế hoạch số 135/KH-FIRA ngày 22 tháng 11 năm 2023.,,
QD_2068,Những ai có trách nhiệm thi hành Quyết định số 2068 ngoài các nhân sự được nêu tên trong Điều 1?,"Ngoài các nhân sự được nêu tên trong Điều 1, các đơn vị như Phòng Tổng hợp, Phòng Tài chính - Kế toán, Phòng Thanh tra - Pháp chế và Kiểm toán nội bộ, Phòng Quản lý đào tạo và Công tác sinh viên, Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo có trách nhiệm thi hành Quyết định số 2068.",,
QD_2068,Cơ sở pháp lý nào quy định chế độ công tác phí liên quan đến chuyến công tác theo Quyết định số 2068?,Cơ sở pháp lý quy định chế độ công tác phí liên quan đến chuyến công tác theo Quyết định số 2068 là Quyết định số 483/QĐ-ĐHBD ngày 26 tháng 5 năm 2022 của Hiệu trưởng Trường Đại học Bình Dương.,,
QD_2068,Việc tổ chức kiến tập doanh nghiệp theo Quyết định số 2068 được áp dụng cho sinh viên khóa nào?,Việc tổ chức kiến tập doanh nghiệp theo Quyết định số 2068 được áp dụng cho tân sinh viên khóa 26 ngành Công nghệ thông tin và Truyền lửa của Trường Đại học Bình Dương.,,
QD_2185,Quyết định số 2185 của Trường Đại học Bình Dương được ban hành vào ngày nào?,Quyết định số 2185 của Trường Đại học Bình Dương được ban hành vào ngày 16 tháng 10 năm 2024.,,
QD_2185,Ai được cử đi công tác theo Quyết định số 2185 của Trường Đại học Bình Dương?,"Ông Trần Hữu Duật, giảng viên Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo được cử đi công tác theo Quyết định số 2185 của Trường Đại học Bình Dương.",,
QD_2185,Chuyến công tác của ông Trần Hữu Duật theo Quyết định số 2185 nhằm mục tiêu gì?,"Chuyến công tác của ông Trần Hữu Duật theo Quyết định số 2185 nhằm hỗ trợ Chương trình đào tạo, tập huấn và kết nối chuyên gia để phát triển các dự án khởi nghiệp đạt giải trong các cuộc thi sáng tạo và khởi nghiệp do Sở Khoa học và Công nghệ tỉnh Bình Dương tổ chức.",,
QD_2185,Nội dung tập huấn trong chuyến công tác theo Quyết định số 2185 tập trung vào lĩnh vực nào?,"Nội dung tập huấn trong chuyến công tác theo Quyết định số 2185 tập trung vào truyền thông thương hiệu số trên mạng xã hội, thực hành Marketing và bán hàng online trên nền tảng trực tuyến, và ứng dụng công nghệ trong quản lý, phát triển dự án khởi nghiệp.",,
QD_2185,Chuyến công tác theo Quyết định số 2185 kéo dài bao lâu và diễn ra ở đâu?,"Chuyến công tác theo Quyết định số 2185 kéo dài 08 ngày, diễn ra tại 08 huyện và thành phố trên địa bàn tỉnh Bình Dương.",,
QD_2185,Những địa điểm nào được tổ chức tập huấn trong chuyến công tác theo Quyết định số 2185?,"Các địa điểm tổ chức tập huấn trong chuyến công tác theo Quyết định số 2185 gồm: Thành phố Thủ Dầu Một, Huyện Phú Giáo, Thành phố Thuận An, Thành phố Dĩ An, Huyện Bàu Bàng, Huyện Dầu Tiếng, Huyện Bắc Tân Uyên và Thành phố Tân Uyên.",,
QD_2185,"Theo Quyết định số 2185, ông Trần Hữu Duật có trách nhiệm gì sau khi kết thúc chuyến công tác?","Theo Quyết định số 2185, ông Trần Hữu Duật có trách nhiệm báo cáo kết quả công tác với Hiệu trưởng Trường Đại học Bình Dương sau khi kết thúc chuyến đi.",,
QD_2185,Quyết định số 2185 của Trường Đại học Bình Dương có hiệu lực từ thời điểm nào?,"Quyết định số 2185 của Trường Đại học Bình Dương có hiệu lực kể từ ngày ký, tức ngày 16 tháng 10 năm 2024.",,
QD_2185,Các đơn vị nào chịu trách nhiệm thực hiện Quyết định số 2185 của Trường Đại học Bình Dương?,"Các đơn vị chịu trách nhiệm thực hiện Quyết định số 2185 của Trường Đại học Bình Dương gồm: Phòng Tổng hợp, Phòng Tài chính – Kế toán, Phòng Thanh tra – Pháp chế và Kiểm toán nội bộ, Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo, ông Trần Hữu Duật và các đơn vị, cá nhân có liên quan.",,
QD_2185,Chi phí chuyến công tác theo Quyết định số 2185 của Trường Đại học Bình Dương được chi trả theo hình thức nào?,Chi phí chuyến công tác theo Quyết định số 2185 của Trường Đại học Bình Dương được thực hiện theo hình thức tự túc.,,
QD_2185,Ai là người đề xuất chuyến công tác theo Quyết định số 2185 của Trường Đại học Bình Dương?,"Ông Trần Hữu Duật, giảng viên Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo là người đề xuất chuyến công tác theo Quyết định số 2185 của Trường Đại học Bình Dương.",,
QD_2185,Ngày nào trong chuyến công tác theo Quyết định số 2185 được tổ chức tại Thành phố Dĩ An?,"Ngày 29 tháng 10 năm 2024, chuyến công tác theo Quyết định số 2185 được tổ chức tại Thành phố Dĩ An.",,
QD_2185,Hội trường nào tại Thành phố Tân Uyên được sử dụng trong chuyến công tác theo Quyết định số 2185?,Hội trường A Khối MTTQ và Các đoàn thể Thành phố Tân Uyên được sử dụng trong chuyến công tác theo Quyết định số 2185.,,
QD_2185,Hội trường nào tại Huyện Phú Giáo được sử dụng trong chuyến công tác theo Quyết định số 2185?,Hội trường A Khối Vận Huyện Phú Giáo được sử dụng trong chuyến công tác theo Quyết định số 2185.,,
QD_2185,Chuyến công tác theo Quyết định số 2185 có tổ chức tại Trung tâm Hoạt động thanh thiếu nhi Thành phố Thuận An vào ngày nào?,Chuyến công tác theo Quyết định số 2185 được tổ chức tại Trung tâm Hoạt động thanh thiếu nhi Thành phố Thuận An vào ngày 23 tháng 10 năm 2024.,,
QD_2185,Ngày nào trong chuyến công tác theo Quyết định số 2185 được tổ chức tại Huyện Bắc Tân Uyên?,"Ngày 04 tháng 11 năm 2024, chuyến công tác theo Quyết định số 2185 được tổ chức tại Hội trường A - Huyện Bắc Tân Uyên.",,
QD_2185,"18/10/2024, địa điểm công tác của ông Trần Hữu Duật theo Quyết định số 2185 là ở đâu?","Vào ngày 18/10/2024, địa điểm công tác của ông Trần Hữu Duật theo Quyết định số 2185 là Trung tâm Sáng kiến cộng đồng và Hỗ trợ khởi nghiệp tại Thành phố Thủ Dầu Một.",,
QD_2185,"22/10/2024, ông Trần Hữu Duật công tác tại địa điểm nào theo Quyết định số 2185?","Vào ngày 22/10/2024, ông Trần Hữu Duật công tác tại Hội trường A Khối Vận Huyện Phú Giáo theo Quyết định số 2185.",,
QD_2185,"23/10/2024, ông Trần Hữu Duật công tác tại địa điểm nào theo Quyết định số 2185?","Vào ngày 23/10/2024, ông Trần Hữu Duật công tác tại Trung tâm Hoạt động thanh thiếu nhi Thành phố Thuận An theo Quyết định số 2185.",,
QD_2185,"29/10/2024, ông Trần Hữu Duật công tác tại địa điểm nào theo Quyết định số 2185?","Vào ngày 29/10/2024, ông Trần Hữu Duật công tác tại Hội trường Trung tâm Văn hóa – Cộng Đồng Phường Đông Hòa, Thành phố Dĩ An theo Quyết định số 2185.",,
QD_2185,"01/11/2024, ông Trần Hữu Duật công tác tại địa điểm nào theo Quyết định số 2185?","Vào ngày 01/11/2024, ông Trần Hữu Duật công tác tại Hội trường Nhà công vụ Huyện Bàu Bàng theo Quyết định số 2185.",,
QD_2185,"02/11/2024, ông Trần Hữu Duật công tác tại địa điểm nào theo Quyết định số 2185?","Vào ngày 02/11/2024, ông Trần Hữu Duật công tác tại Trường THPT Dầu Tiếng, Huyện Dầu Tiếng theo Quyết định số 2185.",,
QD_2185,"04/11/2024, ông Trần Hữu Duật công tác tại địa điểm nào theo Quyết định số 2185?","Vào ngày 04/11/2024, ông Trần Hữu Duật công tác tại Hội trường A - Huyện Bắc Tân Uyên theo Quyết định số 2185.",,
QD_2185,"05/11/2024, ông Trần Hữu Duật công tác tại địa điểm nào theo Quyết định số 2185?","Vào ngày 05/11/2024, ông Trần Hữu Duật công tác tại Hội trường A Khối MTTQ và Các đoàn thể Thành phố Tân Uyên theo Quyết định số 2185.",,
TB_972,Mục đích của Thông báo số 972/TB-ĐHBD là gì?,Mục đích của Thông báo số 972/TB-ĐHBD yêu cầu các đơn vị lập dự trù kế hoạch tài chính cho các hoạt động của đơn vị tại học kỳ 1 năm học 2024 - 2025 để Nhà trường có cơ sở hoạch định công tác chi tiêu và đầu tư cơ sở vật chất.,,
TB_972,Thông báo số 972 của Trường Đại học Bình Dương được ban hành vào ngày nào?,Thông báo số 972 của Trường Đại học Bình Dương được ban hành vào ngày 14 tháng 08 năm 2024.,,
TB_972,Thời hạn cuối cùng để các đơn vị lập dự trù kế hoạch tài chính cho tài khóa 1 năm 2024 - 2025 là khi nào?,Thời hạn cuối cùng để các đơn vị lập dự trù kế hoạch tài chính cho tài khóa 1 năm 2024 - 2025 là đến hết ngày 05/09/2024.,,
TB_972,Các hoạt động liên quan đến công tác đào tạo của đơn vị cần lập dự trù tài chính bao gồm những nội dung gì?,"Các hoạt động liên quan đến công tác đào tạo của đơn vị cần lập dự trù tài chính bao gồm giảng dạy lý thuyết, thực hành, thực tập, thi kết thúc môn/học phần, chấm thi và tổ chức các Hội đồng.",,
TB_972,Chi phí dự trù cho các hoạt động đào tạo cần có những thông tin nào?,"Chi phí dự trù cho các hoạt động đào tạo cần bao gồm số môn học, tên môn học, tên giảng viên, học hàm - học vị, khóa lớp, số lượng sinh viên, số tiết và các hệ số khác nếu có.",,
TB_972,Người phụ trách nhận dự trù tài chính cho các hoạt động đào tạo là ai?,"Người phụ trách nhận dự trù tài chính cho các hoạt động đào tạo là Bà Lê Thanh Cẩm - Tổ trưởng Tổ Giáo vụ, Phòng Quản lý đào tạo và Công tác sinh viên.",,
TB_972,Các hoạt động khác ngoài đào tạo cần lập dự trù tài chính bao gồm những gì?,"Các hoạt động khác ngoài đào tạo cần lập dự trù tài chính bao gồm mua sắm trang thiết bị, vật tư tiêu hao, thuê mướn cơ sở vật chất bên ngoài, thực tập, thí nghiệm, tham quan, kiến tập, văn phòng phẩm, nước uống, chi phí phong trào, chi phí hành chính, chi phí đối ngoại và các hoạt động khác nếu có.",,
TB_972,Trường Đại học Bình Dương yêu cầu các đơn vị lập dự trù cho những nhóm hoạt động nào?,"Trường Đại học Bình Dương yêu cầu các đơn vị lập dự trù cho hai nhóm hoạt động: các hoạt động liên quan đến công tác đào tạo và các hoạt động mua sắm, phong trào, hành chính và hoạt động khác.",,
TB_972,Ai là người phụ trách nhận dự trù tài chính cho các hoạt động ngoài đào tạo?,"Người phụ trách nhận dự trù tài chính cho các hoạt động ngoài đào tạo là Bà Châu Thị Phượng Minh - Nhân viên, Phòng Tài chính - Kế toán.",,
TB_972,Các đơn vị cần lưu ý gì về chi phí phát sinh ngoài dự trù được duyệt?,Các đơn vị cần lưu ý rằng các khoản chi phí phát sinh không nằm trong dự trù kinh phí được duyệt sẽ căn cứ vào tình hình tài chính thực tế của Trường Đại học Bình Dương.,,
TB_972,Hậu quả của việc không gửi kế hoạch dự trù kinh phí đúng hạn là gì?,"Nếu đơn vị không gửi kế hoạch dự trù kinh phí của đơn vị tại học kỳ 1 năm học 2024 - 2025 trước ngày 05/09/2024, sẽ được xem như đơn vị đó không có nhu cầu sử dụng kinh phí.",,
TB_972,"Phòng Quản lý đào tạo và Công tác sinh viên, Phòng Tài chính - Kế toán có trách nhiệm gì trong công tác lập dự trù tài chính?","Phòng Quản lý đào tạo và Công tác sinh viên, Phòng Tài chính - Kế toán có trách nhiệm tổng hợp các kế hoạch dự trù tài chính và trình báo cáo Hiệu trưởng Trường Đại học Bình Dương phê duyệt.",,
TB_972,Quyết định nào làm căn cứ cho Thông báo lập dự trù kế hoạch tài chính tại Trường Đại học Bình Dương?,Thông báo lập dự trù kế hoạch tài chính tại Trường Đại học Bình Dương căn cứ theo Quyết định số 868/QĐ-ĐHBD ngày 20 tháng 5 năm 2024.,,
TB_972,Các khoản dự trù cho hoạt động đào tạo cần bao gồm những yếu tố nào?,"Các khoản dự trù cho hoạt động đào tạo cần bao gồm số môn học, tên môn học, tên giảng viên, học hàm - học vị, khóa lớp, số lượng sinh viên, số tiết và các hệ số khác nếu có.",,
TB_972,Các đơn vị phải gửi dự trù kinh phí cho hoạt động đào tạo đến ai?,"Các đơn vị phải gửi dự trù kinh phí cho hoạt động đào tạo đến Bà Lê Thanh Cẩm - Tổ trưởng Tổ Giáo vụ, Phòng Quản lý đào tạo và Công tác sinh viên.",,
TB_972,Các đơn vị phải gửi dự trù kinh phí cho các hoạt động khác đến ai?,"Các đơn vị phải gửi dự trù kinh phí cho các hoạt động khác đến Bà Châu Thị Phượng Minh - Nhân viên, Phòng Tài chính - Kế toán.",,
TB_972,Thời hạn cuối cùng để các đơn vị lập và nộp dự trù kế hoạch tài chính là ngày nào?,Thời hạn cuối cùng để các đơn vị lập và nộp dự trù kế hoạch tài chính là ngày 05/09/2024.,,
TB_972,Các đơn vị không gửi dự trù đúng hạn sẽ bị xử lý như thế nào?,Các đơn vị không gửi dự trù đúng hạn sẽ được xem như không có nhu cầu sử dụng kinh phí tại học kỳ 1 năm học 2024 - 2025.,,
TB_972,Các chi phí phát sinh không nằm trong dự trù đã duyệt sẽ được xử lý ra sao?,Các chi phí phát sinh không nằm trong dự trù đã duyệt sẽ căn cứ vào tình hình tài chính thực tế của Nhà trường để quyết định việc chi trả.,,
TB_972,Phòng nào chịu trách nhiệm tổng hợp dự trù tài chính để trình Hiệu trưởng phê duyệt?,Phòng Quản lý đào tạo và Công tác sinh viên và Phòng Tài chính - Kế toán chịu trách nhiệm tổng hợp dự trù tài chính để trình Hiệu trưởng phê duyệt.,,
TB_972,Kế hoạch tài chính cho hoạt động mua sắm cần bao gồm những loại chi phí nào?,"Kế hoạch tài chính cho hoạt động mua sắm cần bao gồm chi phí mua trang thiết bị, vật tư tiêu hao, thuê cơ sở vật chất bên ngoài, văn phòng phẩm, nước uống, chi phí phong trào, chi phí hành chính, chi phí ngoại giao và các hoạt động khác nếu có.",,
TB_972,"Các hoạt động ngoại khóa như thực tập, thí nghiệm, tham quan có cần lập dự trù kinh phí không?","Các hoạt động ngoại khóa như thực tập, thí nghiệm, tham quan, kiến tập cần lập dự trù kinh phí nếu có tổ chức.",,
TB_972,"Trường hợp phát sinh các hoạt động ngoài kế hoạch, chi phí có được phê duyệt tự động không?","Trường hợp phát sinh các hoạt động ngoài kế hoạch, chi phí không được phê duyệt tự động mà sẽ được xem xét theo tình hình tài chính thực tế của Nhà trường.",,
TB_972,Các đơn vị phải lập dự trù tài chính cho các hoạt động đào tạo và hoạt động khác thuộc học kỳ nào?,Các đơn vị phải lập dự trù tài chính cho các hoạt động đào tạo và hoạt động khác thuộc học kỳ 1 năm học 2024 - 2025.,,
TB_972,Ai là người ký ban hành Thông báo số 972/TB-ĐHBD về lập dự trù tài chính?,Phó Hiệu trưởng Thường trực Đỗ Đoan Trang là người ký ban hành Thông báo số 972/TB-ĐHBD về lập dự trù tài chính.,,
TB_972,Mục tiêu chính của việc lập dự trù tài chính cho học kỳ 1 năm học 2024 - 2025 là gì?,Mục tiêu chính của việc lập dự trù tài chính cho học kỳ 1 năm học 2024 - 2025 là tổ chức công tác hậu cần và đầu tư cơ sở vật chất cho Nhà trường.,,
TB_972,Các đơn vị cần lập dự trù chi tiết về giảng viên như thế nào?,"Các đơn vị cần lập dự trù chi tiết về giảng viên, bao gồm tên giảng viên, học hàm - học vị, số tiết giảng dạy và các hệ số khác nếu có.",,
TB_972,Hoạt động thuê cơ sở vật chất ngoài Nhà trường phục vụ mục đích gì?,"Hoạt động thuê cơ sở vật chất ngoài Nhà trường phục vụ cho việc đưa sinh viên đi thực tập, thí nghiệm, thực nghiệm, tham quan và kiến tập nếu có.",,
TB_972,"Nếu đơn vị không lập dự trù tài chính, đơn vị đó có được phân bổ ngân sách không?","Nếu đơn vị không lập dự trù tài chính đúng hạn, đơn vị đó sẽ được xem như không có nhu cầu sử dụng kinh phí và có thể không được phân bổ ngân sách.",,
TB_908,Thông báo số 908/TB-ĐHBD ngày 18/09/2023 của Trường Đại học Bình Dương có mục đích gì?,"Thông báo số 908/TB-ĐHBD ngày 18/09/2023 của Trường Đại học Bình Dương có mục đích thiết lập khuôn khổ phối hợp toàn diện để quản lý và chăm sóc sinh viên, nhằm đảm bảo sinh viên nhận được sự hỗ trợ cần thiết trong suốt quá trình học tập và đời sống.",,
TB_908,"Theo Thông báo số 908/TB-ĐHBD, đối tượng nào phải thực hiện công tác chăm sóc sinh viên qua nhóm Zalo?","Theo Thông báo số 908/TB-ĐHBD, giảng viên chủ nhiệm, cố vấn học tập các lớp đại học chính quy, các đơn vị thực hiện nhiệm vụ chăm sóc sinh viên và các nhóm Zalo của lớp, phụ huynh phải thực hiện công tác chăm sóc sinh viên qua nhóm Zalo.",,
TB_908,"Theo Thông báo số 908/TB-ĐHBD, bộ phận một cửa - Phòng Tuyển sinh có nhiệm vụ gì?","Theo Thông báo số 908/TB-ĐHBD, bộ phận một cửa - Phòng Tuyển sinh có nhiệm vụ tiếp nhận, tư vấn, hỗ trợ sinh viên thực hiện các thủ tục hành chính, giải quyết đơn từ, cấp lại thẻ sinh viên, tư vấn đăng ký môn học, xét học bổng và thông báo các thông tin của Nhà trường đến sinh viên và phụ huynh.",,
TB_908,Bộ phận một cửa - Phòng Tuyển sinh có trách nhiệm như thế nào với đơn từ của sinh viên theo Thông báo số 908/TB-ĐHBD?,"Theo Thông báo số 908/TB-ĐHBD, bộ phận một cửa - Phòng Tuyển sinh có trách nhiệm hỗ trợ và theo dõi tiến trình xử lý đơn từ của sinh viên và kịp thời thông báo kết quả đến sinh viên.",,
TB_908,Giáo viên chủ nhiệm cần thực hiện những nhiệm vụ gì theo Thông báo số 908/TB-ĐHBD?,"Theo Thông báo số 908/TB-ĐHBD, giáo viên chủ nhiệm cần tư vấn sinh viên về kế hoạch đào tạo, thi cử, định hướng nghề nghiệp, hoạt động ngoại khóa, cân bằng học tập và việc làm, hỗ trợ chăm sóc sức khỏe tinh thần, và kết nối sinh viên với doanh nghiệp.",,
TB_908,"Theo Thông báo số 908/TB-ĐHBD, giáo viên chủ nhiệm có vai trò như thế nào trong kết nối phụ huynh và sinh viên?","Theo Thông báo số 908/TB-ĐHBD, giáo viên chủ nhiệm có vai trò giải đáp thông tin cho phụ huynh về điểm số và lộ trình học tập của sinh viên, đồng thời tiếp nhận phản hồi từ phụ huynh và sinh viên qua nhóm Zalo của lớp.",,
TB_908,"Theo Thông báo số 908/TB-ĐHBD, lãnh đạo Khoa, Viện có trách nhiệm gì trong công tác chăm sóc sinh viên?","Theo Thông báo số 908/TB-ĐHBD, lãnh đạo Khoa, Viện có trách nhiệm giám sát, tiếp thu thông tin từ các đơn vị để kịp thời đưa ra giải pháp hỗ trợ sinh viên và chịu trách nhiệm nếu công tác chăm sóc sinh viên không đảm bảo.",,
