STT,question,answer,Unnamed: 3,Unnamed: 4,category
QD_2527,"Ngoài chuyên ngành, sinh viên học ngành Công nghệ thông tin theo Quyết định số 2527/QĐ-ĐHBD còn học ngoại ngữ nào?","Sinh viên học 3 môn ngoại ngữ: Tiếng Hoa 1 (CHN0052), Tiếng Hoa 2 (CHN0062), và Tiếng Anh nâng cao (ENG1664).",,,Giảng viên
QD_2527,Chương trình đào tạo ngành Công nghệ thông tin theo Quyết định số 2527/QĐ-ĐHBD có đặc điểm gì nổi bật?,"Chương trình linh hoạt cho người học đã có bằng đại học, cho phép quy đổi và miễn trừ học phần, cập nhật các xu hướng công nghệ mới, và có số giờ thực hành cao.",,,Giảng viên
QD_2527,Chương trình đào tạo ngành Công nghệ thông tin tại Trường Đại học Bình Dương áp dụng cho đối tượng nào?,Chương trình đào tạo này áp dụng cho người đã có bằng tốt nghiệp đại học muốn tiếp tục học ngành Công nghệ thông tin.,,,Giảng viên
QD_2527,Thời gian đào tạo theo Quyết định 2527/QĐ-ĐHBD là bao lâu?,Thời gian đào tạo dự kiến là 2.5 năm hoặc có thể ngắn hơn nếu tiến độ học tập được đẩy nhanh.,,,Giảng viên
QD_2527,Chương trình đào tạo theo Quyết định 2527/QĐ-ĐHBD được chia thành mấy phần chính?,"Chương trình được chia thành 2 phần chính: nhóm môn học cơ sở ngành, chuyên ngành và nhóm môn học ngoại ngữ.",,,Giảng viên
QD_2527,"Theo Quyết định 2527/QĐ-ĐHBD, tổng số tín chỉ trong chương trình đào tạo là bao nhiêu?","Tổng số tín chỉ của chương trình là 137 tín chỉ, gồm 129 tín chỉ chuyên ngành và 8 tín chỉ ngoại ngữ.",,,Giảng viên
QD_2527,Các học phần đã học trước có được miễn trừ khi học chương trình đào tạo ngành Công nghệ thông tin không?,Các học phần đã được công nhận kết quả học tập sẽ được miễn trừ nếu không nằm trong kế hoạch đào tạo hiện tại.,,,Giảng viên
QD_2527,Chương trình đào tạo ngành Công nghệ thông tin có bao nhiêu giờ thực hành?,Chương trình có tổng cộng 1350 giờ thực hành trải đều qua các học kỳ.,,,Giảng viên
QD_2527,Môn học 'Đồ án tốt nghiệp' trong chương trình đào tạo ngành CNTT có bao nhiêu tín chỉ và thời gian thực hành?,"Môn học 'Đồ án tốt nghiệp' có 7 tín chỉ lý thuyết và 105 giờ thực hành, được học vào năm 3, học kỳ 2.",,,Giảng viên
QD_2527,Ai chịu trách nhiệm thi hành Quyết định số 2527/QĐ-ĐHBD tại Trường Đại học Bình Dương?,"Các đơn vị như Phòng Tổng hợp, Phòng Tài chính – Kế toán, Phòng Quản lý đào tạo và Công tác sinh viên, Phòng Bảo đảm chất lượng và Khảo thí, Phân hiệu Cà Mau, Khoa CNTT, Viện Đào tạo mở và Nghiên cứu phát triển chịu trách nhiệm thi hành Quyết định này.",,,Giảng viên
QD_875,Mục đích của Quyết định số 875/QĐ-ĐHBD ngày 21/5/2024 là gì?,Quyết định số 875/QĐ-ĐHBD ngày 21/5/2024 nhằm thành lập Hội đồng Đánh giá Chương trình Đào tạo trình độ đại học ngành Công nghệ Thông tin tại Trường Đại học Bình Dương.,,,Giảng viên
QD_875,Căn cứ pháp lý nào được sử dụng để ban hành Quyết định số 875/QĐ-ĐHBD?,"Quyết định số 875/QĐ-ĐHBD được ban hành dựa trên các văn bản pháp lý như Quyết định số 791/TTg năm 1997, Quyết định số 1420/QĐ-TTg năm 2017, Thông tư 38/2013/TT-BGDĐT, Thông tư 04/2016/TT-BGDĐT và Công văn số 2085/QLCL-KĐCLGD năm 2020.",,,Giảng viên
QD_875,Quyết định số 875/QĐ-ĐHBD thay thế cho quyết định nào trước đó?,Quyết định số 875/QĐ-ĐHBD thay thế cho Quyết định số 2190/QĐ-ĐHBD ngày 26 tháng 12 năm 2023 về việc thành lập Hội đồng tự đánh giá chương trình đào tạo đại học ngành Công nghệ thông tin.,,,Giảng viên
QD_875,Hội đồng tự đánh giá theo Quyết định số 875/QĐ-ĐHBD có nhiệm vụ gì?,Hội đồng tự đánh giá theo Quyết định số 875/QĐ-ĐHBD có nhiệm vụ triển khai tự đánh giá chương trình đào tạo ngành Công nghệ thông tin theo tiêu chuẩn đánh giá chất lượng ban hành kèm theo Thông tư 04/2016/TT-BGDĐT và Công văn số 2085/QLCL-KĐCLGD.,,,Giảng viên
QD_875,Ai là Chủ tịch Hội đồng tự đánh giá theo Quyết định số 875/QĐ-ĐHBD?,"Ông Cao Việt Hiếu, Hiệu trưởng Trường Đại học Bình Dương, là Chủ tịch Hội đồng tự đánh giá theo Quyết định số 875/QĐ-ĐHBD.",,,Giảng viên
QD_875,Ban thư ký hỗ trợ Hội đồng tự đánh giá theo Quyết định số 875/QĐ-ĐHBD có ai làm trưởng ban?,"Ông Trần Minh Đàn, Trưởng phòng Bảo đảm chất lượng và Khảo thí, là Trưởng ban Thư ký hỗ trợ Hội đồng tự đánh giá theo Quyết định số 875/QĐ-ĐHBD.",,,Giảng viên
QD_875,Nhóm công tác chuyên trách trong Hội đồng tự đánh giá theo Quyết định số 875/QĐ-ĐHBD gồm bao nhiêu người?,Các nhóm công tác chuyên trách trong Hội đồng tự đánh giá theo Quyết định số 875/QĐ-ĐHBD có tổng cộng 34 thành viên.,,,Giảng viên
QD_875,Vai trò của sinh viên trong Hội đồng tự đánh giá theo Quyết định số 875/QĐ-ĐHBD là gì?,"Sinh viên Nguyễn Thị Ngọc Mai, MSSV: 20050013, tham gia làm thành viên Hội đồng tự đánh giá, thể hiện sự tiếp cận toàn diện trong công tác đánh giá chương trình đào tạo theo Quyết định số 875/QĐ-ĐHBD.",,,Giảng viên
QD_875,Hội đồng tự đánh giá theo Quyết định số 875/QĐ-ĐHBD hoạt động theo tiêu chuẩn nào?,Hội đồng tự đánh giá hoạt động theo tiêu chuẩn đánh giá chất lượng chương trình đào tạo ban hành tại Thông tư số 04/2016/TT-BGDĐT và Công văn số 2085/QLCL-KĐCLGD của Bộ Giáo dục và Đào tạo.,,,Giảng viên
QD_875,Quyết định số 875/QĐ-ĐHBD có hiệu lực từ khi nào?,"Quyết định số 875/QĐ-ĐHBD có hiệu lực kể từ ngày ký, tức ngày 21 tháng 5 năm 2024.",,,Giảng viên
QD_875,Hội đồng tự đánh giá theo Quyết định 875/QĐ-ĐHBD gồm bao nhiêu thành viên?,"Theo Quyết định 875/QĐ-ĐHBD, Hội đồng tự đánh giá gồm 17 thành viên.",,,Giảng viên
QD_875,Ai là Phó Chủ tịch thường trực của Hội đồng tự đánh giá theo Quyết định 875/QĐ-ĐHBD?,"Bà Đỗ Đoan Trang, Phó Hiệu trưởng Trường Đại học Bình Dương, là Phó Chủ tịch thường trực của Hội đồng tự đánh giá theo Quyết định 875/QĐ-ĐHBD.",,,Giảng viên
QD_875,Hội đồng tự đánh giá được hỗ trợ bởi các nhóm công tác nào theo Quyết định 875/QĐ-ĐHBD?,"Theo Quyết định 875/QĐ-ĐHBD, Hội đồng tự đánh giá được hỗ trợ bởi Ban thư ký và các nhóm công tác chuyên trách.",,,Giảng viên
QD_875,Nhiệm vụ của Nhóm Tổng hợp trong Hội đồng tự đánh giá là gì?,"Nhiệm vụ của Nhóm Tổng hợp là tổng hợp thông tin, viết báo cáo tự đánh giá, thu thập minh chứng và giải trình với Đoàn Đánh giá Ngoài theo Quyết định 875/QĐ-ĐHBD.",,,Giảng viên
QD_875,Ai là Trưởng nhóm của Nhóm 1 trong các nhóm chuyên trách theo Quyết định 875/QĐ-ĐHBD?,"Trưởng nhóm của Nhóm 1 là ông Nguyễn Thanh Sơn, Phó trưởng khoa IRA, theo Quyết định 875/QĐ-ĐHBD.",,,Giảng viên
QD_875,Nhiệm vụ của các nhóm chuyên trách trong Hội đồng tự đánh giá là gì?,"Nhiệm vụ của các nhóm chuyên trách là viết báo cáo tự đánh giá, thu thập minh chứng và giải trình với Đoàn Đánh giá Ngoài theo Quyết định 875/QĐ-ĐHBD.",,,Giảng viên
QD_875,Quyết định 875/QĐ-ĐHBD phân công trách nhiệm cho những đơn vị nào thi hành?,"Quyết định 875/QĐ-ĐHBD phân công trách nhiệm cho các phòng ban như: Phòng Tổng hợp, Phòng Tài chính - Kế toán, Phòng Quản lý đào tạo và Công tác sinh viên, Phòng Bảo đảm chất lượng và Khảo thí, Khoa IRA và các đơn vị liên quan thi hành.",,,Giảng viên
QD_875,Ai là Trưởng nhóm của Nhóm 3 trong các nhóm chuyên trách theo Quyết định 875/QĐ-ĐHBD?,"Trưởng nhóm của Nhóm 3 là ông Trần Hữu Duật, Giảng viên Khoa IRA, theo Quyết định 875/QĐ-ĐHBD.",,,Giảng viên
QD_875,Nhóm 6 trong Hội đồng tự đánh giá phụ trách tiêu chuẩn nào theo Quyết định 875/QĐ-ĐHBD?,Nhóm 6 phụ trách tiêu chuẩn 11 theo Quyết định 875/QĐ-ĐHBD.,,,Giảng viên
QD_875,Ai là Trưởng nhóm của Nhóm 6 trong Hội đồng tự đánh giá theo Quyết định 875/QĐ-ĐHBD?,"Trưởng nhóm của Nhóm 6 là ông Thái Thanh Hùng, Trưởng phòng Quản lý đào tạo và Công tác sinh viên, theo Quyết định 875/QĐ-ĐHBD.",,,Giảng viên
QD_264,Quyết định số 762/QĐ-ĐHBD được ban hành vào thời gian nào và bởi ai?,Quyết định số 762/QĐ-ĐHBD được ký ngày 11/05/2018 bởi Hiệu trưởng Trường Đại học Bình Dương – ông Cao Việt Hiếu.,,,Giảng viên
QD_264,Quyết định số 762/QĐ-ĐHBD có hiệu lực từ năm học nào?,Quyết định số 762/QĐ-ĐHBD có hiệu lực từ năm học 2018–2019.,,,Giảng viên
QD_264,Mục tiêu của việc lấy ý kiến phản hồi từ người học là gì?,"Việc lấy ý kiến phản hồi từ người học nhằm góp phần thực hiện quy chế đảm bảo chất lượng, nâng cao trách nhiệm giảng viên và người học, hỗ trợ điều chỉnh hoạt động giảng dạy, phục vụ kiểm định chất lượng và phòng ngừa tiêu cực trong giảng dạy.",,,Giảng viên
QD_264,Việc phản hồi giúp ích gì cho giảng viên?,"Giảng viên có thể tự điều chỉnh hoạt động giảng dạy, bổ sung nội dung cho các khóa học sau và cải thiện chất lượng giảng dạy của mình dựa trên phản hồi từ người học.",,,Giảng viên
QD_264,Lấy ý kiến phản hồi từ người học có vai trò gì trong đánh giá và điều phối giảng viên?,"Phản hồi giúp cán bộ quản lý đánh giá, phân công giảng dạy, lập kế hoạch bồi dưỡng, bố trí công tác, khen thưởng hoặc kỷ luật giảng viên.",,,Giảng viên
QD_264,Việc lấy ý kiến phản hồi cần tuân thủ những yêu cầu nào?,"Việc lấy ý kiến phải đảm bảo tôn sư trọng đạo, sự tự nguyện và trung thực của người học, cũng như xử lý khách quan và đúng mục đích.",,,Giảng viên
QD_264,Việc xử lý thông tin phản hồi phải tuân thủ nguyên tắc gì?,"Thông tin phản hồi phải được xử lý khách quan, trung thực, được thông báo cho giảng viên và sử dụng đúng mục đích.",,,Giảng viên
QD_264,Các tiêu chí chính trong phiếu phản hồi gồm những nội dung gì?,"Các tiêu chí gồm: phương pháp giảng dạy, tài liệu học tập, không khí lớp học, mức độ tiếp thu của sinh viên và ý kiến chung về chất lượng giảng viên.",,,Giảng viên
QD_264,Thang điểm nào được sử dụng để đánh giá phản hồi từ người học?,"Thang điểm từ 1 đến 5 được sử dụng, trong đó 1 là 'Hoàn toàn không đồng ý' và 5 là 'Hoàn toàn đồng ý'.",,,Giảng viên
QD_264,Phiếu khảo sát giảng viên bao gồm nội dung gì ngoài các tiêu chí đánh giá?,"Phiếu khảo sát bao gồm các chỉ số cụ thể và các câu hỏi mở về điều sinh viên chưa hài lòng, hài lòng nhất và đề xuất cải thiện.",,,Giảng viên
QD_264,Đối tượng nào là người tham gia khảo sát trong quy trình lấy ý kiến phản hồi?,Sinh viên hệ chính quy từ năm I đến năm IV là đối tượng tham gia khảo sát ý kiến phản hồi về giảng viên.,,,Giảng viên
QD_264,Những hình thức nào được sử dụng để thực hiện khảo sát ý kiến phản hồi từ người học?,Có hai hình thức: phát phiếu khảo sát tại lớp học và khảo sát trực tuyến qua email hoặc điện thoại.,,,Giảng viên
QD_264,Khi nào việc khảo sát ý kiến phản hồi thường được tổ chức?,Việc khảo sát được tổ chức vào buổi học cuối cùng khi giảng viên hoàn tất học phần.,,,Giảng viên
QD_264,Công cụ nào được sử dụng để xử lý dữ liệu khảo sát ý kiến phản hồi?,Phần mềm SPSS và Excel được sử dụng để xử lý dữ liệu phản hồi.,,,Giảng viên
QD_264,Kết quả khảo sát được gửi đến những ai?,"Kết quả khảo sát được gửi đến Ban Giám hiệu, Ban Chủ nhiệm Khoa và các đơn vị, cá nhân liên quan.",,,Giảng viên
QD_264,Ban giám sát chất lượng giảng dạy có trách nhiệm gì sau khảo sát?,"Ban giám sát có trách nhiệm rút kinh nghiệm từng học kỳ, điều chỉnh công cụ khảo sát nếu cần và báo cáo kết quả cho Bộ Giáo dục và Đào tạo.",,,Giảng viên
QD_264,Phòng Đào tạo hỗ trợ gì trong việc thực hiện khảo sát?,Phòng Đào tạo cung cấp thời khóa biểu và dữ liệu sinh viên liên quan vào tuần đầu mỗi học kỳ.,,,Giảng viên
QD_264,Ban Chủ nhiệm Khoa cần thực hiện những việc gì liên quan đến khảo sát?,"Ban Chủ nhiệm Khoa phổ biến kế hoạch khảo sát, tổ chức khách quan, thảo luận với giảng viên, hỗ trợ cải thiện chất lượng và báo cáo kết quả với Ban Giám hiệu.",,,Giảng viên
QD_264,Giảng viên có quyền gì khi không đồng ý với kết quả phản hồi?,Giảng viên có quyền đưa ra ý kiến phản hồi và cung cấp chứng minh cần thiết cho Trưởng Khoa.,,,Giảng viên
QD_264,Giảng viên cần làm gì với phản hồi ở mức chưa tốt hoặc bình thường?,Giảng viên có trách nhiệm thảo luận với Trưởng Khoa để xây dựng kế hoạch khắc phục hoặc nâng cao chất lượng giảng dạy.,,,Giảng viên
QD_264,Thông tin khảo sát được lưu trữ ở đâu và trong bao lâu?,Tài liệu khảo sát được lưu trữ dưới dạng giấy và điện tử tại các đơn vị liên quan trong thời hạn 05 năm.,,,Giảng viên
QD_264,Quy định về phản hồi của người học thay thế văn bản nào?,Quy định này thay thế tất cả các văn bản trước đó liên quan đến việc lấy ý kiến phản hồi từ người học.,,,Giảng viên
QD_264,Thông tin phản hồi từ người học có vai trò gì trong kiểm định chất lượng?,Thông tin phản hồi góp phần quan trọng trong công tác kiểm định chất lượng tại Trường và các Khoa/Ban.,,,Giảng viên
QD_264,Tại sao việc lấy ý kiến phản hồi được xem là góp phần phòng ngừa tiêu cực trong giảng dạy?,"Vì phản hồi từ người học giúp phát hiện sớm các hành vi tiêu cực, từ đó nhà trường có thể can thiệp kịp thời và đảm bảo chất lượng dạy học.",,,Giảng viên
QD_264,Giảng viên được đánh giá tốt sẽ được hỗ trợ như thế nào?,Những giảng viên được sinh viên đánh giá tốt sẽ được tổ chức chia sẻ kinh nghiệm với các đồng nghiệp trong các hoạt động chuyên môn.,,,Giảng viên
QD_264,Ai chịu trách nhiệm hướng dẫn cán sự lớp trong việc phát phiếu khảo sát tại lớp học?,"Trợ lý, Thư ký Khoa, Giáo viên chủ nhiệm hoặc Cố vấn học tập là người hướng dẫn cán sự lớp phát phiếu khảo sát.",,,Giảng viên
QD_264,Ban Giám sát chất lượng giảng dạy cần làm gì trước khi lấy ý kiến phản hồi tại lớp học?,Ban Giám sát phải chuẩn bị phiếu khảo sát và lập kế hoạch trước khi tiến hành thu thập thông tin phản hồi.,,,Giảng viên
QD_264,Sinh viên cần lưu ý điều gì khi điền phiếu phản hồi?,"Sinh viên cần hiểu rõ mục đích, cung cấp thông tin một cách trung thực, tự nguyện theo đúng phiếu khảo sát do Ban Giám sát chất lượng giảng dạy phát hành.",,,Giảng viên
QD_264,Vì sao chỉ phiếu khảo sát do Ban Giám sát chất lượng giảng dạy cung cấp mới có giá trị thống kê?,"Vì các phiếu này được chuẩn hóa về nội dung và cấu trúc, đảm bảo tính chính xác, đồng nhất cho việc xử lý và phân tích dữ liệu.",,,Giảng viên
QD_264,Kết quả xử lý dữ liệu phản hồi cần được gửi cho ai ngoài Ban Giám hiệu và Ban Chủ nhiệm Khoa?,"Kết quả còn được gửi đến các đơn vị và cá nhân có liên quan để phục vụ việc điều chỉnh, đánh giá giảng dạy.",,,Giảng viên
QD_264,Trường Đại học Bình Dương lưu trữ thông tin khảo sát trong bao lâu và ở đâu?,"Thông tin được lưu trữ trong thời hạn 05 năm tại Ban Giám sát chất lượng giảng dạy, Phòng Công tác Sinh viên, các Khoa và phòng chức năng liên quan dưới dạng bản giấy và điện tử.",,,Giảng viên
QD_1351,Quyết định số 1351/QĐ-ĐHBD ngày 18/8/2023 có mục đích gì?,Quyết định số 1351/QĐ-ĐHBD ngày 18/8/2023 nhằm công nhận hoàn thành nhiệm vụ biên soạn và đưa vào giảng dạy sách giáo trình cấp trường cho năm học 2022–2023 tại Trường Đại học Bình Dương.,,,Giảng viên
QD_1351,Tên sách giáo trình được công nhận hoàn thành nhiệm vụ biên soạn là gì?,Tên sách giáo trình được công nhận hoàn thành nhiệm vụ biên soạn là 'Chính sách tài chính và chính sách tiền tệ'.,,,Giảng viên
QD_1351,Ai là chủ biên của sách giáo trình 'Chính sách tài chính và chính sách tiền tệ'?,"Chủ biên của sách giáo trình 'Chính sách tài chính và chính sách tiền tệ' là PGS.TS Lê Thị Mận, thuộc Khoa Kinh tế – Trường Đại học Bình Dương.",,,Giảng viên
QD_1351,Những thành viên nào tham gia nhóm biên soạn sách giáo trình 'Chính sách tài chính và chính sách tiền tệ'?,"Nhóm biên soạn gồm PGS.TS Lê Thị Tuấn Nghĩa, TS. Đào Thị Lan Hương, TS. Trần Thị Kỷ, TS. Hà Thị Sáu và TS. Đỗ Đoan Trang.",,,Giảng viên
QD_1351,Đơn vị nào chịu trách nhiệm lưu trữ và quản lý sách giáo trình sau khi được công nhận?,"Phòng Quản lý khoa học và Quan hệ đối ngoại chịu trách nhiệm quản lý, lưu trữ sách giáo trình 'Chính sách tài chính và chính sách tiền tệ' và nộp lưu chiểu về Trung tâm Lưu trữ và Thư viện.",,,Giảng viên
QD_1351,Hiệu lực của Quyết định số 1351/QĐ-ĐHBD bắt đầu từ khi nào?,"Quyết định số 1351/QĐ-ĐHBD có hiệu lực kể từ ngày ký, tức ngày 17 tháng 8 năm 2023.",,,Giảng viên
QD_1351,Những đơn vị nào có trách nhiệm thi hành Quyết định số 1351/QĐ-ĐHBD?,"Các đơn vị chịu trách nhiệm thi hành gồm Phòng Tổng hợp, Phòng Tài chính - Kế toán, Phòng Quản lý Đào tạo và Công tác sinh viên, Phòng Quản lý khoa học và Quan hệ đối ngoại, Khoa Kinh tế, Trung tâm Lưu trữ và Thư viện và các cá nhân liên quan.",,,Giảng viên
QD_1351,Quy trình ban hành Quyết định số 1351/QĐ-ĐHBD dựa trên những căn cứ pháp lý nào?,"Quyết định số 1351/QĐ-ĐHBD dựa trên các căn cứ pháp lý gồm các Quyết định số 791/TTg, 1420/QĐ-TTg, 03/QĐ-ĐHBD-HĐT, 05/NQ-ĐHBD-HĐT, 1591/QĐ-ĐHBD, 53/QĐ-ĐHBD, 1009/QĐ-ĐHBD và Tờ trình số 94/TTr-P.QLKH&QHDN.",,,Giảng viên
QD_1351,Ngày ban hành Quyết định công nhận hoàn thành nhiệm vụ biên soạn sách giáo trình 'Chính sách tài chính và chính sách tiền tệ' là khi nào?,Ngày ban hành Quyết định công nhận hoàn thành nhiệm vụ biên soạn sách giáo trình là ngày 18 tháng 8 năm 2023.,,,Giảng viên
QD_1351,Giáo trình 'Chính sách tài chính và chính sách tiền tệ' được biên soạn cho năm học nào?,Giáo trình 'Chính sách tài chính và chính sách tiền tệ' được biên soạn và đưa vào giảng dạy cho năm học 2022–2023.,,,Giảng viên
QD_1351,Quyết định số 1009/QĐ-ĐHBD có vai trò gì trong quá trình công nhận sách giáo trình?,Quyết định số 1009/QĐ-ĐHBD là quyết định của Trường Đại học Bình Dương về việc thành lập Hội đồng nghiệm thu sách giáo trình 'Chính sách tài chính và chính sách tiền tệ'.,,,Giảng viên
QD_1351,Tờ trình nào đề xuất ban hành Quyết định công nhận hoàn thành nhiệm vụ biên soạn sách giáo trình?,Tờ trình số 94/TTr-P.QLKH&QHDN ngày 08 tháng 8 năm 2023 của Phòng Quản lý khoa học và Quan hệ đối ngoại đề xuất ban hành Quyết định công nhận.,,,Giảng viên
QD_1351,Cơ quan nào ban hành Quyết định số 1351/QĐ-ĐHBD?,Quyết định số 1351/QĐ-ĐHBD được ban hành bởi Trường Đại học Bình Dương.,,,Giảng viên
QD_1351,Quyết định số 1591/QĐ-ĐHBD ngày 21/12/2022 có liên quan gì đến quá trình biên soạn giáo trình?,"Quyết định số 1591/QĐ-ĐHBD quy định về quy chế thẩm định, phê duyệt và đưa vào sử dụng tài liệu giảng dạy tại Trường Đại học Bình Dương.",,,Giảng viên
QD_1351,Quyết định số 53/QĐ-ĐHBD ngày 09/01/2023 có nội dung gì liên quan đến giáo trình?,Quyết định số 53/QĐ-ĐHBD ngày 09/01/2023 giao nhiệm vụ biên soạn sách giáo trình 'Chính sách tài chính và chính sách tiền tệ'.,,,Giảng viên
QD_1351,Các chuyên gia ngoài Trường Đại học Bình Dương tham gia biên soạn giáo trình là ai?,"Chuyên gia ngoài Trường Đại học Bình Dương tham gia biên soạn là TS. Đào Thị Lan Hương, thuộc Học viện Ngân hàng tại Hà Nội.",,,Giảng viên
QD_433,Quyết định số 433/QĐ-ĐHBD được ban hành vào ngày nào?,Quyết định số 433/QĐ-ĐHBD được Hiệu trưởng Trường Đại học Bình Dương ký ban hành vào ngày 15 tháng 3 năm 2024.,,,Giảng viên
QD_433,Trường Đại học Bình Dương cử bao nhiêu sinh viên và giảng viên tham gia cuộc thi MOSWC - Viettel 2024?,"Trường Đại học Bình Dương cử 05 sinh viên và 01 giảng viên Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo tham gia cuộc thi MOSWC - Viettel 2024.",,,Giảng viên
QD_433,Tên cuộc thi mà sinh viên Trường Đại học Bình Dương được cử tham gia là gì?,Tên cuộc thi là 'Vô địch Tin học văn phòng thế giới – MOSWC - Viettel 2024'.,,,Giảng viên
QD_433,Sinh viên Nguyễn Hoàng Nhật Tân thuộc lớp nào?,Sinh viên Nguyễn Hoàng Nhật Tân thuộc lớp 25TH01 FIRA.,,,Giảng viên
QD_433,Sinh viên Nguyễn Quốc Duy Khang thuộc lớp nào?,Sinh viên Nguyễn Quốc Duy Khang thuộc lớp 25TH01 FIRA.,,,Giảng viên
QD_433,Thầy Hải là chuyên gia về mãng nào?,Thầy Hải là chuyên gia trong lĩnh vực Network.,,,Giảng viên
QD_433,Thời gian tổ chức vòng loại Quốc gia cuộc thi MOSWC - Viettel 2024 là khi nào?,Vòng loại Quốc gia cuộc thi MOSWC - Viettel 2024 được tổ chức vào ngày 17 tháng 3 năm 2024.,,,Giảng viên
QD_433,Địa điểm tổ chức cuộc thi MOSWC - Viettel 2024 dành cho sinh viên Trường Đại học Bình Dương ở đâu?,"Cuộc thi được tổ chức tại Tổ chức giáo dục IIG Việt Nam - Chi nhánh TP.HCM, địa chỉ: Tầng 1, tháp 1, tòa nhà The Sun Avenue, số 28 Mai Chí Thọ, Phường An Phú, thành phố Thủ Đức, TP. Hồ Chí Minh.",,,Giảng viên
QD_433,Lệ phí dự thi của mỗi sinh viên tham gia cuộc thi MOSWC - Viettel 2024 là bao nhiêu?,Lệ phí dự thi là 450.000 đồng mỗi sinh viên.,,,Giảng viên
QD_433,Tổng chi phí lệ phí dự thi cho 05 sinh viên Trường Đại học Bình Dương là bao nhiêu?,Tổng lệ phí là 2.250.000 đồng cho 05 sinh viên (450.000 đồng x 5 thí sinh).,,,Giảng viên
QD_433,Ai là người chịu trách nhiệm hướng dẫn và quản lý nhóm sinh viên tham gia cuộc thi MOSWC - Viettel 2024?,Giảng viên Nguyễn Quân là người hướng dẫn và chịu trách nhiệm quản lý nhóm sinh viên tham gia cuộc thi.,,,Giảng viên
QD_433,Trách nhiệm tài chính của giảng viên Nguyễn Quân trong cuộc thi MOSWC - Viettel 2024 là gì?,Giảng viên Nguyễn Quân có trách nhiệm liên hệ Phòng Tài chính – Kế toán để thực hiện các thủ tục tài chính và cung cấp các chứng từ hợp lệ để được quyết toán theo đúng quy định tài chính.,,,Giảng viên
QD_433,Giảng viên Nguyễn Quân phải báo cáo kết quả cuộc thi cho ai sau khi kết thúc công tác?,Giảng viên Nguyễn Quân có trách nhiệm báo cáo Hiệu trưởng và Lãnh đạo Khoa về kết quả cuộc thi.,,,Giảng viên
QD_433,Tài liệu cuộc thi MOSWC - Viettel 2024 sau khi hoàn thành được lưu trữ tại đâu?,Tài liệu cuộc thi được nộp về Trung tâm Lưu trữ và Thư viện để lưu trữ theo quy định.,,,Giảng viên
QD_433,Chi phí ăn uống cho giảng viên và lái xe trong cuộc thi MOSWC - Viettel 2024 là bao nhiêu?,Chi phí ăn uống là 150.000 đồng/người/ngày x 2 người x 1 ngày = 300.000 đồng.,,,Giảng viên
QD_433,Đơn vị nào chịu trách nhiệm bố trí xe đưa đón nhân sự tham gia cuộc thi MOSWC - Viettel 2024?,Bộ phận Quản trị thiết bị thuộc Phòng Tổng hợp chịu trách nhiệm bố trí xe đưa đón nhân sự.,,,Giảng viên
QD_433,Những đơn vị nào thuộc Trường Đại học Bình Dương có trách nhiệm thi hành Quyết định số 433/QĐ-ĐHBD?,"Phòng Tổng hợp, Phòng Tài chính - Kế toán, Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo, các cá nhân có tên tại Điều 1 và các đơn vị, cá nhân có liên quan chịu trách nhiệm thi hành Quyết định số 433/QĐ-ĐHBD.",,,Giảng viên
QD_433,Sinh viên Lê Phi Long thuộc mã số sinh viên và lớp nào?,Sinh viên Lê Phi Long có mã số sinh viên 21050066 và thuộc lớp 24TH01 FIRA.,,,Giảng viên
QD_433,Ai là sinh viên nhỏ tuổi nhất trong danh sách được cử tham gia cuộc thi MOSWC - Viettel 2024?,Sinh viên Nguyễn Hoàng Nhật Tân (sinh ngày 22/02/2004) là người nhỏ tuổi nhất trong danh sách.,,,Giảng viên
QD_433,"Quyết định số 433/QĐ-ĐHBD dựa trên kế hoạch nào của Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo?","Quyết định số 433/QĐ-ĐHBD dựa trên Kế hoạch số 30/KH-FIRA ngày 06 tháng 3 năm 2024 của Khoa Công nghệ thông tin, Robot và Trí tuệ nhân tạo.",,,Giảng viên
QD_433,Sinh viên Nguyễn Hợp Phố thuộc mã số sinh viên nào?,Sinh viên Nguyễn Hợp Phố có mã số sinh viên là 21050044.,,,Giảng viên
QD_433,Ngày sinh của giảng viên Nguyễn Quân là khi nào?,Giảng viên Nguyễn Quân sinh ngày 04 tháng 12 năm 2000.,,,Giảng viên
QD_433,Quyết định số 433/QĐ-ĐHBD dẫn chiếu đến nghị quyết nào của Hội đồng trường về Quy chế tổ chức và hoạt động?,Quyết định số 433/QĐ-ĐHBD dẫn chiếu đến Nghị quyết số 04/NQ-ĐHBD-HĐQT ngày 05 tháng 10 năm 2022 của Hội đồng trường về việc ban hành Quy chế tổ chức và hoạt động của Trường Đại học Bình Dương.,,,Giảng viên
QD_433,Phòng nào của Trường Đại học Bình Dương chịu trách nhiệm phối hợp tổ chức tài chính cho cuộc thi MOSWC - Viettel 2024?,Phòng Tài chính – Kế toán chịu trách nhiệm phối hợp tổ chức tài chính cho cuộc thi.,,,Giảng viên
QD_433,Cuộc thi MOSWC - Viettel 2024 do đơn vị nào tổ chức?,Cuộc thi do Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh tổ chức.,,,Giảng viên
